 ,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
11100111,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
11101000,1,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,5,15,15,15,15,15,15,15,5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,5,15,15,15,15,15,15,15,5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,5,15,15,15,15,15,15,15,5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,5,15,15,15,15,15,15,15,15,5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,5,15,15,15,15,15,15,15,5,15,15,15,15,15,15,15,15
11101001,1,124,62,124,124,62,124,31,124,31,124,62,62,124,31,124,62,124,31,124,124,31,124,62,124,62,124,31,31,124,62,124,62,124,31,124,124,31,124,62,124,62,124,31,31,124,62,124,31,124,62,4,124,62,124,31,124,31,124,62,62,124,31,124,62,124,31,124,124,31,124,62,124,62,124,31,31,124,62,124,31,124,62,124,124,2,124,31,124,31,124,62,62,124,31,124,31,124,62,124,124,62,4,31,124,31,124,62,62,124,31,124,62,124,31,124,124,31,124,62,124,62,124,31,31,124,62,124,124,62,124,31,31,124,62,124,62,124,31,124,124,31,124,62,124,31,124,62,62,124,31,124,31,4,62,124,124,62,124,31,124,31,124,62,62,124,31,124,31,124,2,124,124,62,124,31,124,62,124,31,31,124,62,124,62,124,31,124,124,31,124,62,124,31,124,62,62,124,31,124,31,124,62,124,4,62,124,31,124,62,124,31,31,124,62,124,62,124,31,124,124,31,124,62,124,62,124,31,31,124,62,124,62,124,31,124,124,31,124,62,124,31,124,62,62,124,31,124,31,124,62,124,124,62,124,1
11101010,1,93,93,93,31,93,93,93,31,93,93,93,31,93,93,93,93,31,93,93,93,31,93,93,93,31,93,93,93,31,93,93,93,93,93,31,3,93,93,31,93,93,93,31,93,93,93,31,93,93,31,93,93,93,31,93,93,93,31,93,93,93,31,93,93,93,93,31,93,93,93,31,93,3,93,31,93,93,93,31,93,93,31,93,93,93,31,93,93,93,31,93,93,93,31,93,31,93,93,93,31,93,93,93,31,93,93,93,31,3,93,93,93,31,93,93,93,31,93,93,93,31,93,93,93,31,93,93,93,93,31,93,93,93,31,93,93,93,31,93,93,93,31,93,93,93,3,31,93,93,93,31,93,93,93,31,93,93,93,31,93,31,93,93,93,31,93,93,93,31,93,93,93,31,93,93,31,93,93,93,31,93,3,93,31,93,93,93,31,93,93,93,93,31,93,93,93,31,93,93,93,31,93,93,93,31,93,93,31,93,93,93,31,93,93,93,31,93,93,3,31,93,93,93,93,93,31,93,93,93,31,93,93,93,31,93,93,93,31,93,93,93,93,31,93,93,93,31,93,93,93,31,93,93,93,1
11101011,1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
11101100,1,126,63,126,126,63,126,63,126,63,126,63,63,126,63,126,63,126,63,126,126,63,126,63,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,63,126,63,126,126,63,126,63,126,63,126,63,63,126,63,126,63,126,63,126,126,63,126,63,126,63,126,63,63,126,63,126,63,126,63,126,126,63,126,63,126,63,126,63,63,2,63,126,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,126,63,126,63,63,126,63,126,63,126,63,126,126,63,126,63,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,63,126,63,126,126,63,126,63,126,63,126,63,63,126,63,126,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,126,63,2,63,63,126,63,126,63,126,63,126,126,63,126,63,126,63,126,63,63,126,63,126,63,126,63,126,126,63,126,63,126,63,126,63,63,126,63,126,63,126,63,126,126,63,126,63,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,63,126,63,126,126,63,126,63,126,63,126,63,63,126,63,126,63,126,63,126,126,63,126,1
11101101,1,42,42,42,14,42,42,42,14,42,42,42,14,42,42,21,21,14,42,42,42,14,42,42,42,14,42,42,42,14,42,21,42,21,14,42,42,42,14,42,42,42,14,42,42,42,7,42,42,21,42,14,42,42,42,14,42,42,42,14,42,42,21,14,42,14,42,21,42,14,42,42,42,14,42,42,21,14,42,42,14,42,42,21,14,42,42,42,14,42,42,42,7,42,42,42,42,42,21,14,42,42,42,14,42,42,42,14,42,3,42,14,42,42,7,42,42,42,14,42,42,42,14,42,42,21,14,42,42,42,14,42,42,42,14,21,21,42,14,42,42,42,14,42,42,42,42,14,42,42,42,7,21,42,42,14,42,42,42,14,14,42,42,42,14,42,21,42,14,21,42,42,14,42,42,42,42,14,42,42,42,14,3,42,42,7,42,42,42,14,42,42,42,42,42,14,21,42,42,14,42,42,42,7,42,42,42,14,42,42,14,42,21,42,14,42,42,42,14,3,42,42,14,42,42,14,42,42,42,7,42,42,42,14,21,42,42,14,42,42,14,42,42,42,14,21,42,42,14,42,21,42,14,42,42,42
11101110,1,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
11101111,1,105,105,105,105,105,105,105,105,105,15,105,105,105,105,105,105,105,105,105,15,105,7,105,105,105,105,105,105,105,15,105,105,105,105,15,105,105,105,105,105,15,105,105,7,105,105,105,105,105,105,105,105,105,105,15,105,105,7,105,105,15,105,105,105,105,105,105,105,105,105,15,105,105,105,105,105,15,7,105,105,105,105,15,105,105,105,105,7,15,105,105,105,105,105,105,105,105,7,105,15,105,105,105,105,105,105,105,105,105,15,105,15,105,105,105,7,105,105,105,105,105,15,105,105,105,105,105,105,105,105,105,105,15,105,105,105,105,105,7,105,105,105,15,105,15,105,105,105,105,105,105,105,105,105,15,105,7,105,105,105,105,105,105,105,105,15,7,105,105,105,105,15,105,105,105,105,7,15,105,105,105,105,105,15,105,105,105,105,105,105,105,105,105,15,105,105,7,105,105,15,105,105,105,105,105,105,105,105,105,105,7,105,105,15,105,105,105,105,105,15,105,105,105,105,15,105,105,105,105,105,105,105,7,105,15,105,105,105,105,105,105,105,105,105,15,105,105,105,105,105,105,105,105,105,1
11110000,1,217,217,217,217,217,217,217,217,217,217,217,217,217,31,217,217,217,31,217,217,217,217,217,217,217,217,217,31,217,217,217,217,217,217,217,217,31,217,217,217,217,217,31,217,217,7,217,217,217,217,217,217,217,217,31,217,31,217,217,217,217,217,217,217,217,217,217,31,217,217,217,217,217,31,217,217,217,217,217,217,217,217,217,217,217,31,217,31,217,217,217,7,217,217,217,217,31,217,217,217,217,217,217,217,217,217,217,217,217,217,31,217,217,7,31,217,217,217,217,217,217,217,217,217,31,217,217,217,217,217,217,217,217,217,31,217,31,217,217,217,217,217,217,217,217,217,217,217,31,217,7,217,217,217,31,217,217,217,217,217,217,31,217,217,217,217,217,217,217,217,217,31,217,217,217,31,217,217,217,217,217,217,217,217,7,217,217,217,217,31,217,217,217,217,31,217,217,217,217,217,217,217,7,217,31,217,217,217,31,217,217,217,217,217,217,217,217,217,217,217,217,217,31,217,217,217,217,217,7,31,217,31,217,217,217,217,217,217,217,217,217,217,217,31,217,217,217,217,217,31,217,217,217,217,217
11110001,1,93,93,93,31,93,93,93,93,31,93,93,93,31,93,93,93,93,93,31,93,93,93,31,93,93,31,93,93,93,31,93,93,93,31,93,3,93,31,93,93,93,93,31,93,93,93,31,93,31,93,93,93,31,93,93,31,93,93,93,31,93,93,93,93,31,93,93,93,31,93,93,31,3,93,93,31,93,93,93,93,93,31,93,93,93,31,93,93,93,93,31,93,93,93,31,93,93,93,31,93,93,93,31,93,93,31,93,93,3,31,93,31,93,93,93,31,93,93,93,93,31,93,93,93,31,93,93,93,93,31,93,93,93,31,93,93,93,93,31,93,93,93,31,93,31,3,93,93,31,93,93,31,93,93,93,31,93,93,93,31,93,93,93,31,93,93,93,93,31,93,93,93,31,93,93,93,93,93,31,93,93,3,31,93,93,31,93,93,93,31,93,93,93,93,31,93,93,93,31,93,93,31,93,93,93,31,93,31,93,93,93,31,93,93,93,93,31,93,3,93,31,93,93,93,31,93,93,93,31,93,93,31,93,93,93,31,93,93,93,93,93,31,93,93,93,31,93,93,93,93,31,93,93,93,1
11110010,1,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,63,2,63,126,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,126,63,2,63,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,1
11110011,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
11110100,1,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,1
11110101,1,217,217,217,217,217,217,217,217,217,217,31,217,217,217,217,217,217,217,217,217,217,31,217,217,217,217,217,217,31,217,217,217,217,217,217,217,217,31,217,217,217,217,217,217,31,217,217,31,217,217,217,217,217,217,217,217,217,7,31,217,217,217,217,217,217,217,217,217,217,217,31,217,217,217,217,31,217,7,217,217,31,217,217,217,217,217,217,217,217,31,217,217,217,217,217,217,31,217,217,217,217,217,217,217,217,31,217,217,217,217,217,217,217,217,217,7,217,217,31,217,217,217,217,31,217,217,217,217,217,217,217,217,31,217,217,217,217,217,217,217,217,31,217,217,217,217,31,217,217,217,217,31,217,217,217,217,7,217,217,217,217,217,31,217,217,217,7,31,217,217,217,217,217,217,217,217,217,217,217,217,31,217,217,217,217,217,217,217,217,31,217,217,217,31,217,217,217,217,217,217,31,217,217,217,217,217,217,217,217,217,7,31,217,217,217,217,217,217,217,217,217,217,31,217,217,217,217,31,217,217,217,217,7,217,217,217,217,217,31,217,217,31,217,217,217,217,217,217,31,217,217,217,217,217,217
11110110,1,30,30,30,15,30,30,30,30,15,30,30,30,15,30,30,30,30,30,15,6,30,30,15,30,30,15,30,30,30,15,30,30,30,30,15,30,30,30,15,6,30,15,30,30,30,15,30,15,30,30,30,15,30,30,30,30,15,30,30,6,15,30,30,30,30,30,15,30,6,30,15,30,30,15,30,30,30,15,30,15,6,30,30,15,30,30,30,30,15,30,30,30,15,30,30,15,30,30,30,15,30,30,30,30,15,30,30,30,3,30,30,30,30,30,15,30,30,30,15,30,6,15,30,30,30,15,30,30,30,15,30,30,30,15,30,30,30,6,15,30,30,30,15,30,15,30,30,30,15,30,30,15,30,30,30,15,30,6,30,30,15,6,30,30,15,30,30,15,30,30,30,15,30,30,30,30,30,15,30,30,30,3,30,30,30,30,15,30,30,30,15,30,15,30,30,30,15,30,30,15,30,30,30,15,30,30,6,30,30,15,30,30,30,15,30,30,30,30,3,30,30,30,15,30,30,15,30,30,30,15,6,30,30,30,15,30,30,30,15,30,15,30,6,30,15,30,30,15,30,30,30,15,30,30,30
11110111,1,20,20,20,20,20,20,10,5,20,20,20,20,20,20,10,5,4,20,20,20,20,20,10,5,20,20,20,20,20,20,10,20,5,4,20,20,20,10,20,20,5,20,20,20,20,10,20,20,5,20,4,20,20,10,20,20,5,20,20,20,20,10,20,20,20,5,20,4,10,20,20,20,20,5,20,20,10,20,20,20,20,5,20,20,2,20,20,20,20,5,20,20,10,20,20,20,20,20,5,10,20,4,20,20,20,20,5,10,20,20,20,20,20,20,5,10,20,20,4,20,20,20,5,10,20,20,20,20,20,20,10,5,20,20,20,4,20,20,10,5,20,20,20,20,20,20,10,5,20,20,20,20,4,20,10,5,20,20,20,20,20,10,20,20,5,20,20,20,20,2,20,20,5,20,20,20,20,10,20,20,5,20,20,20,20,10,4,20,5,20,20,20,10,20,20,20,20,5,20,20,10,20,20,4,20,5,20,20,10,20,20,20,20,5,20,20,10,20,20,20,4,5,20,10,20,20,20,20,20,20,5,10,20,20,20,20,20,4,5,10,20,20,20,20,20,20,5,10,20,20,20,20,20,20,1
11111000,1,84,42,84,28,42,84,21,21,28,42,12,84,14,84,21,84,21,28,42,42,84,7,12,84,21,84,14,6,84,21,28,84,14,84,21,3,28,42,84,28,42,84,21,7,84,42,12,42,84,21,4,84,21,84,14,6,84,7,84,84,21,28,42,84,21,12,14,42,84,21,28,84,3,28,42,42,84,7,84,21,28,42,84,84,2,84,21,7,84,42,84,28,42,12,21,42,84,7,84,84,21,4,42,42,84,21,28,84,3,84,14,28,6,84,21,7,84,42,84,84,14,12,21,21,28,42,84,84,42,28,21,21,12,14,84,84,42,84,7,21,84,6,28,14,84,3,84,28,21,84,42,42,4,21,84,84,7,84,42,21,12,42,28,84,42,84,7,21,84,2,84,84,42,28,21,84,7,84,42,42,28,3,84,28,21,84,42,14,12,21,84,42,28,21,84,84,7,84,6,14,84,21,84,4,21,84,42,12,42,84,7,21,84,42,28,84,42,28,3,21,84,14,84,28,21,84,6,14,84,21,84,12,7,84,42,42,28,21,84,21,84,14,84,12,42,28,21,21,84,42,28,84,42,84,1
11111001,1,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
11111010,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
11111011,1,105,105,105,105,105,105,105,105,105,105,105,105,105,15,105,105,105,105,15,105,105,105,105,105,105,7,105,105,15,105,105,105,105,105,105,105,105,15,105,15,105,105,105,105,105,7,105,105,105,105,105,7,15,105,105,105,105,105,15,105,105,105,105,105,105,105,15,105,105,7,105,105,105,105,105,105,15,105,105,15,105,105,105,105,105,105,105,105,105,105,105,7,105,15,105,105,105,105,105,105,15,105,105,7,105,105,15,105,105,105,105,105,105,7,105,105,105,15,105,15,105,105,105,105,105,105,105,105,105,105,105,105,105,105,15,105,15,105,105,105,7,105,105,105,105,105,105,15,105,105,7,105,105,15,105,105,105,105,105,105,15,105,7,105,105,105,105,105,105,105,105,105,105,105,15,105,105,15,105,105,105,105,105,105,7,105,105,15,105,105,105,105,105,105,105,15,105,105,105,105,105,15,7,105,105,105,105,105,7,105,105,105,105,105,15,105,15,105,105,105,105,105,105,105,105,15,105,105,7,105,105,105,105,105,105,15,105,105,105,105,15,105,105,105,105,105,105,105,105,105,105,105,105,105,1
11111100,1,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
11111101,1,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,126,63,126,63,63,2,63,126,126,63,126,63,63,126,63,126,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,126,63,126,63,63,126,63,126,126,63,2,63,63,126,63,126,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,63,126,63,126,63,63,126,63,126,126,63,126,63,63,126,63,126,63,126,63,126,126,63,126,63,63,126,63,126,126,63,126,1
11111110,1,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,1
11111111,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
